judul,teks,link-href,label
Pemerintah Siapkan Kuota Internet untuk Siswa Belajar Jarak Jauh,Pemerintah Pusat melalui Kemendikbud akan memfasilitasi pulsa gratis berupa kuota internet bagi para siswa yang menjalani pembelajaran jarak jauh.,https://news.detik.com/berita/d-5146891/alasan-pemerintah-izinkan-bioskop-buka-saat-pandemi-bisa-tingkatkan-imun,1
Alasan Pemerintah Izinkan Bioskop Buka Saat Pandemi: Bisa Tingkatkan Imun,Pemerintah dalam waktu dekat ini akan mengizinkan bioskop buka secara bertahap di tengah pandemi Corona. Pemerintah akan tetap memastikan masyarakat aman.,https://news.detik.com/berita/d-5145953/pemerintah-pantau-76667-kasus-suspek-corona-per-25-agustus,1
Pemerintah Pantau 76.667 Kasus Suspek Corona Per 25 Agustus,"Pemerintah kembali memperbarui data perkembangan virus Corona di Indonesia. Hingga 25 Agustus, pemerintah memantau 76 ribu lebih kasus suspek Corona.",https://news.detik.com/berita/d-5140883/epidemiologi-ui-soroti-efektivitas-penanganan-covid-19-di-indonesia,1
Epidemiologi UI Soroti Efektivitas Penanganan COVID-19 di Indonesia,Pakar epidemiologi FKM UI Pandu Riono menyoroti efektivitas pemerintah Indonesia dalam menghadapi pandemi COVID-19.,https://news.detik.com/berita/d-5140594/pemerintah-pantau-79484-suspek-corona-per-20-agustus,1
Pemerintah Pantau 79.484 Suspek Corona Per 20 Agustus,"Pemerintah terus memperbarui perkembangan virus Corona (COVID-19) di Indonesia. Per hari ini, pemerintah juga tengah memantau hampir 80 ribu suspek Corona.",https://news.detik.com/berita/d-5140569/dekati-target-jokowi-pemerintah-periksa-28824-spesimen-pada-20-agustus,1
"Dekati Target Jokowi, Pemerintah Periksa 28.824 Spesimen pada 20 Agustus",Pemerintah memeriksa 28 ribuan spesimen Corona pada 20 Agustus 2020. Jumlah itu mendekati target 30 ribu spesimen Presiden Joko Widodo (Jokowi).,https://hot.detik.com/detiktv/d-5140390/film-jejak-khilafah-di-nusantara-trending-kini-diblokir-pemerintah,1
"Film 'Jejak Khilafah di Nusantara' Trending, Kini Diblokir Pemerintah?","Film 'Jejak Khilafah di Nusantara' jadi trending topic. Namun saat 20Detik mengunjungi link YouTube film tersebut, tertulis telah diblokir oleh pemerintah.",https://news.detik.com/berita/d-5140212/golkar-ke-kami-pemerintah-sudah-lakukan-banyak-langkah,1
Golkar ke KAMI: Pemerintah Sudah Lakukan Banyak Langkah,Hal ini merespons tuntutan KAMI yang mengasumsikan bahwa pemerintah tidak hadir atas berbagai persoalan yang dihadapi masyarakat.,https://news.detik.com/berita/d-5125451/tenaga-medis-gugur-tangani-corona-pemerintah-bakal-beri-santunan-bintang-jasa,1
"Tenaga Medis Gugur Tangani Corona, Pemerintah Bakal Beri Santunan-Bintang Jasa",Menko Polhukam Mahfud Md mengatakan pemerintah akan memberi santunan kepada keluarga tenaga medis yang gugur menangani virus Corona (COVID-19).,https://news.detik.com/berita/d-5125285/pemerintah-pantau-83624-suspek-corona-pada-8-agustus,1
Pemerintah Pantau 80.200 Kasus Suspek Corona pada 7 Agustus,Pemerintah melaporkan perkembangan kasus virus Corona (COVID-19) di Indonesia. Saat ini pemerintah memantau 80 ribuan suspek Corona.,https://news.detik.com/berita/d-5124151/pemerintah-pantau-80200-kasus-suspek-corona-pada-7-agustus,1
Pemerintah Pantau 94.593 Suspek Corona pada 5 Agustus,Pemerintah memantau sebanyak 94 ribuan suspek Corona per 5 Agustus 2020. Hingga kini kasus positif Corona di Indonesia sudah mencapai 116.871 orang.,https://news.detik.com/berita/d-5121341/pemerintah-pantau-94593-suspek-corona-pada-5-agustus,1
Pemerintah Pantau 53.702 Suspek Corona pada 24 Juli,"Per hari ini, dilaporkan ada penambahan 53.702 kasus suspek Corona yang dipantau oleh pemerintah.",https://news.detik.com/berita/d-5106526/pemerintah-pantau-53702-suspek-corona-pada-24-juli,1
Pemerintah Pantau 46.493 Kasus Suspek Corona pada 17 Juli,"Pemerintah mengungkap data terbaru penanganan virus Corona (COVID-19) di Indonesia. Pada hari ini, pemerintah memantau sebanyak 46.493 kasus suspek Corona.",https://news.detik.com/berita/d-5097562/pemerintah-pantau-46493-kasus-suspek-corona-pada-17-juli,1
Pemerintah Jelaskan Definisi Kontak Erat Terkait COVID-19,Pemerintah menggunakan istilah baru terkait COVID-19. Jubir Pemerintah Achmad Yurianto memaparkan definisi kontak erat dalam terminologi baru COVID-19.,https://health.detik.com/detiktv/d-5096360/pemerintah-jelaskan-definisi-kontak-erat-terkait-covid-19,1
Pemerintah Pantau 46.727 Kasus Suspek Corona pada 16 Juli,"Pemerintah mengumumkan data terbaru penanganan COVID-19 di Indonesia. Pada hari ini, pemerintah mengumumkan ada 46.727 kasus suspek Corona yang dipantau.",https://news.detik.com/berita/d-5096044/pemerintah-pantau-46727-kasus-suspek-corona-pada-16-juli,1
"Puan: RUU BPIP Beda dengan RUU HIP, Tak Ada Pasal Kontroversial","""Sementara pasal-pasal kontroversial seperti penafsiran filsafat dan sejarah Pancasila dan lain-lain sudah tidak ada lagi,"" kata Ketua DPR Puan Maharani.",https://news.detik.com/berita/d-5095832/puan-ruu-bpip-beda-dengan-ruu-hip-tak-ada-pasal-kontroversial,1
"Update Lengkap Corona 15 Juli Pecah 3 Rekor: Spesimen, Sembuh, Meninggal",Pemerintah menyampaikan perkembangan terkait pengendalian virus Corona (COVID-19) di Indonesia.,https://news.detik.com/berita/d-5094668/update-lengkap-corona-15-juli-pecah-3-rekor-spesimen-sembuh-meninggal,1
Pemerintah Nyatakan Cegah Mikrodroplet Tak Cukup Hanya Pakai Face Shield,"Pemerintah menegaskan, untuk menghindari Corona yang berasal dari mikrodroplet, masyarakat harus menggunakan masker, bukan face shield.",https://news.detik.com/berita/d-5090431/pemerintah-nyatakan-cegah-mikrodroplet-tak-cukup-hanya-pakai-face-shield,1
Pernyataan Lengkap Pemerintah soal 60.695 Kasus Positif Corona Per 3 Juli,"Per hari ini, sebanyak 1.301 orang dinyatakan positif Corona sehingga total kasus terkonfirmasi menjadi 60.695 orang.",https://news.detik.com/berita/d-5078855/pernyataan-lengkap-pemerintah-soal-60695-kasus-positif-corona-per-3-juli,1
Pernyataan Lengkap Pemerintah soal 57.770 Kasus Positif Corona Per 1 Juli,"Pemerintah menyampaikan perkembangan pandemi Corona di Indonesia. Per hari ini, kasus konfirmasi positif COVID-19 di Indonesia bertambah sebanyak 1.385 orang.",https://news.detik.com/detiktv/d-5071407/pemerintah-masih-berjuang-pulangkan-50114-pekerja-migran-ke-tanah-air,1
Pemerintah Masih Berjuang Pulangkan 50.114 Pekerja Migran ke Tanah Air,"Di tengah pandemi virus Corona, pemerintah telah memulangkan kurang-lebih 162 ribu PMI ke Tanah Air. Nantinya, masih ada puluhan ribu PMI yang bakal dipulangkan",https://news.detik.com/berita/d-5059140/pemerintah-diminta-segera-buat-panduan-materi-ajar-siswa,1
Pemerintah Diminta Segera Buat Panduan Materi Ajar Siswa,Panduan tersebut untuk menindaklanjuti keputusan bersama empat menteri tentang Panduan Penyelenggaraan Pembelajaran pada Tahun Ajaran dan Tahun Akademik Baru.,https://news.detik.com/berita/d-5056587/sekolah-di-zona-hijau-diperbolehkan-buka-pakar-harus-ada-evaluasi-harian,1
"Sekolah di Zona Hijau Diperbolehkan Buka, Pakar: Harus Ada Evaluasi Harian",Pakar Kesehatan Masyarakat meminta pemerintah memastikan semua sekolah yang diizinkan dibuka saat tahun ajaran baru 2020 sepenuhnya berada di zona hijau.,https://news.detik.com/berita/d-5056443/ikadi-tolak-pembahasan-ruu-hip-berpotensi-ganggu-persatuan-bangsa,1
IKADI Tolak Pembahasan RUU HIP: Berpotensi Ganggu Persatuan Bangsa,"Rancangan Undang-undang Haluan Ideologi Pancasila, yang merupakan usulan DPR, menjadi polemik. IKADI menolak dilanjutkannya pembahasan RUU HIP.",https://news.detik.com/berita/d-5052453/pernyataan-lengkap-pemerintah-soal-37420-kasus-positif-corona-per-13-juni,1
Pernyataan Lengkap Pemerintah soal 37.420 Kasus Positif Corona Per 13 Juni,"Per hari 13 Juni 2020 tercatat total kasus positif Corona sebanyak 37.420, kemudian 13.776 sembuh, dan 2.091 kasus meninggal.",https://news.detik.com/berita/d-5045911/warga-makassar-tolak-rapid-test-pemerintah-ini-tantangan-pemda,1
"Warga Makassar Tolak Rapid Test, Pemerintah: Ini Tantangan Pemda",Gugus Tugas Percepatan Penanganan COVID-19 menanggapi masalah warga di Makassar yang memasang spanduk penolakan rapid test karena khawatir positif COVID-19.,https://news.detik.com/berita/d-5044682/wakil-ketua-mpr-ingatkan-pemerintah-soal-keterbukaan-anggaran,1
Wakil Ketua MPR Ingatkan Pemerintah soal Keterbukaan Anggaran,Syarief Hasan berpesan kepada pemerintah agar menunjukkan teladan dan keterbukaan dalam mengelola anggaran bangsa yang besar ini.,https://news.detik.com/berita/d-5042208/pernyataan-lengkap-pemerintah-soal-tambahan-703-kasus-corona-di-ri-5-juni,1
Pernyataan Lengkap Pemerintah soal Tambahan 703 Kasus Corona di RI 5 Juni,Pemerintah Pusat masih melaporkan terkait angka kasus positif virus Corona bertambah 703 kasus di Indonesia. Kemudian ada tambahan pasien sembuh 551 orang.,https://news.detik.com/berita/d-5038906/ri-akan-bantu-pemulangan-wni-jemaah-tablig-di-india-usai-dapat-izin-keluar,1
"Jokowi Minta BI dan OJK Berbagi Beban dengan Pemerintah, Maksudnya?",Pandemi virus Corona memberikan pekerjaan yang berat bagi pemerintah dan lembaga terkait untuk mengatasi dampaknya terhadap ekonomi.,https://finance.detik.com/berita-ekonomi-bisnis/d-5038406/jokowi-minta-bi-dan-ojk-berbagi-beban-dengan-pemerintah-maksudnya,1
"Sektor Wisata Tiarap, Pengusaha Harapkan Bantuan Pemerintah",Sudah dua bulan sektor pariwisata sudah menyetop akses untuk wisata para turis. Tak adanya kegiatan sama sekali membuat pariwisata terpuruk.,https://travel.detik.com/travel-news/d-5037262/sektor-wisata-tiarap-pengusaha-harapkan-bantuan-pemerintah,1
Pernyataan Lengkap Pemerintah soal 26.473 Kasus Positif Corona Per 31 Mei,"Per hari ini tercatat 26.473 orang positif Corona, lalu 1.613 orang meninggal dunia, dan 7.308 orang sembuh. Ini penyataan lengkap pemerintah.",https://news.detik.com/berita/d-5035587/pernyataan-lengkap-pemerintah-soal-26473-kasus-positif-corona-per-31-mei,1
Pernyataan Lengkap Pemerintah Soal 25.773 Kasus Positif Corona Per 30 Mei,Pemerintah terus memperbaharui data kasus konfirmasi positif virus Corona (COVID-19) di Indonesia. Per hari ini tercatat sebanyak 25.773 orang positif Corona.,https://news.detik.com/berita/d-5034743/pernyataan-lengkap-pemerintah-soal-25773-kasus-positif-corona-per-30-mei,1
Pemerintah Sudah Periksa 311.906 Spesimen Terkait Corona Per 30 Mei,"Uji spesimen yang dilakukan pemerintah hari ini melebihi target, yakni sebanyak 11.361 spesimen sehingga yang sudah diperiksa oleh pemerintah menjadi 311.906.",https://news.detik.com/berita/d-5034682/pemerintah-sudah-periksa-311906-spesimen-terkait-corona-per-30-mei,1
"Kalau New Normal Terjadi, Tommy Kurniawan Desak Pemerintah Perhatikan Pesantren","New Normal menjadi perhatian banyak kalangan, tak terkecuali Tommy Kurniawan. Anggota DPR RI ikut berkomentar kalau hal itu bakal terjadi.",https://hot.detik.com/celeb/d-5032193/kalau-new-normal-terjadi-tommy-kurniawan-desak-pemerintah-perhatikan-pesantren,1
"Bingung Soal New Normal, Atiqah Hasiholan Tak Bermaksud Kritik Pemerintah",Atiqah Hasiholan turut mengomentari soal new normal yang terjadi di Indonesia imbas pandemi Corona. Sang aktris mengaku bingung mengenai hal tersebut.,https://hot.detik.com/celeb/d-5032061/bingung-soal-new-normal-atiqah-hasiholan-tak-bermaksud-kritik-pemerintah,1
"Pemerintah: Corona di Sejumlah Daerah Sudah Terkendali, Bisa Relaksasi","Pemerintah menyampaikan kabar gembira bahwa kasus virus Corona di sejumlah daerah di Indonesia sudah tak bertambah secara siginfikan,",https://news.detik.com/berita/d-5030526/pemerintah-corona-di-sejumlah-daerah-sudah-terkendali-bisa-relaksasi,1
"Hadapi New Normal, Wali Kota Cilegon Tambah Jam Buka Mal",Pemerintah Kota Cilegon menyiapkan sejumlah langkah terkait skema kebijakan 'new normal' pemerintah pusat dalam menghadapi situasi pandemi COVID-19.,https://news.detik.com/berita/d-5030428/hadapi-new-normal-wali-kota-cilegon-tambah-jam-buka-mal,1
"Pemerintah Mulai Gerakan Pendisiplinan, Ini Hal-hal yang Diawasi TNI-Polri",Pemerintah berencana melakukan gerakan pendisiplinan dengan menerjunkan personel TNI-Polri untuk menekan penyebaran virus Corona (COVID-19) di Indonesia.,https://news.detik.com/berita/d-5028389/pemerintah-mulai-gerakan-pendisiplinan-ini-hal-hal-yang-diawasi-tni-polri,1
"Warga Salat Id Jemaah Saat Pandemi, Anggota Komisi IX Bicara Ketidaktegasan",Komisi IX DPR RI menanggapi fenomena sejumlah masyarakat di berbagai daerah yang masih menunaikan salat Idul Fitri di masjid meski sudah diimbau pemerintah.,https://news.detik.com/berita/d-5027477/warga-salat-id-jemaah-saat-pandemi-anggota-komisi-ix-bicara-ketidaktegasan,1
"Tugas Atasi Corona Masih Berat, Pemerintah Minta Kebersamaan Diperkuat","Pemerintah memastikan keadaan pandemi Corona di Indonesia masih berat dan jauh dari kata normal. Karena itu, kebersamaan masyarakat harus diperkuat.",https://news.detik.com/berita/d-5027470/tugas-atasi-corona-masih-berat-pemerintah-minta-kebersamaan-diperkuat,1
"Pernyataan Lengkap Pemerintah 22.271 Positif Corona, Pekerjaan Masih Berat","Pemerintah Pusat memperbaharui data kasus Corona di 34 provinsi Indonesia. Pada hari ini, ada tambahan 526 orang positif Corona sehingga total 22.271 kasus.",https://news.detik.com/berita/d-5027245/pernyataan-lengkap-pemerintah-22271-positif-corona-pekerjaan-masih-berat,1
"Status Darurat Corona RI Masih Berlaku, Pakar: Kalau Kasus Turun Bisa Dicabut","""Kalau masyarakat patuh, dan kasus bisa ditekan dan menurun secara konsisten stabil, itu bisa dilakukan pelonggaran atau status kedaruratan dicabut,"" kata Laura",https://news.detik.com/berita/d-5026725/status-darurat-corona-ri-masih-berlaku-pakar-kalau-kasus-turun-bisa-dicabut,1
Sikap Plin-plan Pemerintah soal Cuti Bersama Dinilai Bikin Bingung,Pemerintah kembali merevisi jadwal cuti bersama untuk Pegawai Negeri Sipil (PNS) dan pegawai BUMN. Berdasarkan keputusan itu pemerintah disebut plin-plan.,https://finance.detik.com/berita-ekonomi-bisnis/d-5023822/sikap-plin-plan-pemerintah-soal-cuti-bersama-dinilai-bikin-bingung,1
"Sejak Corona, Komunikasi Pemerintah Jadi Kacau?",Apalagi ketika muncul wacana pelonggaran pembatasan sosial berskala besar (PSBB).,https://finance.detik.com/berita-ekonomi-bisnis/d-5021986/sejak-corona-komunikasi-pemerintah-jadi-kacau,1
"Update Corona di RI 18 Mei: 18.010 Kasus Positif , Sembuh 4.324, Meninggal 1.191","Pemerintah memperbarui data kasus COVID-19 di Indonesia. Per hari ini, tercatat ada 18.010 kasus yang terkonfirmasi positif Corona.",https://news.detik.com/berita/d-5019437/update-corona-di-ri-18-mei-18010-kasus-positif--sembuh-4324-meninggal-1191,1
"'Indonesia Terserah' Viral di Tengah Pandemi Corona, Ini Respons Pemerintah",Tagar #indonesiaterserah viral dengan narasi kekecewaan penanganan Corona yang dilakukan RI. Lantas bagaimana respons pemerintah?,https://news.detik.com/berita/d-5019400/indonesia-terserah-viral-di-tengah-pandemi-corona-ini-respons-pemerintah,1
"Pemerintah Ajak Berdamai dengan Corona, Komisi IX: Tepat tapi Tetap Disiplin",Wakil Ketua Komisi IX DPR RI Melki Laka Lena menyebut berdamai dengan Corona tepat tapi harus tetap melaksanakan protokol kesehatan dengan disiplin.,https://news.detik.com/berita/d-5017883/pemerintah-ajak-berdamai-dengan-corona-komisi-ix-tepat-tapi-tetap-disiplin,1
Pernyataan Lengkap Pemerintah soal 17 Ribu Kasus Positif COVID-19 Per 16 Mei,Pemerintah Indonesia memperbarui data penambahan kasus positif virus Corona di Indonesia per hari ini Sabtu 16 Mei 2020. Jumlah kasus positif mencapai 17.025.,https://news.detik.com/berita/d-5017427/pernyataan-lengkap-pemerintah-soal-17-ribu-kasus-positif-covid-19-per-16-mei,1
"2 Menteri Absen, Komisi III DPR Tunda Rapat RUU Ekstradisi RI-Singapura",Komisi III DPR menunda rapat pembahasan RUU Ekstradisi Buronan RI-Singapura. Rapat ditunda karena dua menteri tak hadiri saat rapat dan diwakili.,https://news.detik.com/berita/d-6391786/2-menteri-absen-komisi-iii-dpr-tunda-rapat-ruu-ekstradisi-ri-singapura,1
Cerita Penampakan Tuyul-Tukang Bakso Kena 'Prank' di Gang Gendruwo,"Gang Gendruwo di Dusun Kedungbanteng, Kapanewon Temon, Kulon Progo memiliki beragam cerita mistis. Mulai penampakan tuyul hingga gangguan prank ke tukang bakso.",https://www.detik.com/jateng/jogja/d-6391785/cerita-penampakan-tuyul-tukang-bakso-kena-prank-di-gang-gendruwo,1
"TV Analog Disuntik Mati, Harga Set Top Box Tembus Hampir Rp 500 Ribu",Set top box di toko online bahkan ada yang dijual dengan harga Rp 499 ribu.,https://finance.detik.com/berita-ekonomi-bisnis/d-6391751/tv-analog-disuntik-mati-harga-set-top-box-tembus-hampir-rp-500-ribu,1
Pesawat Jatuh di Tanzania: Jumlah Korban Tewas dan Dugaan Penyebabnya,"Pesawat komersial jatuh ke Danau Victoria di Tanzania. Pesawat tersebut membawa 43 orang. Akibatnya insiden tersebut, sebanyak 19 orang tewas.",https://news.detik.com/internasional/d-6391750/pesawat-jatuh-di-tanzania-jumlah-korban-tewas-dan-dugaan-penyebabnya,1
"Tinjau Pasar Induk Cipinang, Heru Budi-Mendag Zulhas Jamin Stabilitas Pangan",Pj Gubernur DKI Heru Budi bersama Mendag Zulkifli Hasan meninjau Pasar Induk Cipinang. Keduanya memastikan ketersediaan beras hingga stabilitas harga pangan.,https://news.detik.com/berita/d-6391742/tinjau-pasar-induk-cipinang-heru-budi-mendag-zulhas-jamin-stabilitas-pangan,1
"Dusun Simonet Pekalongan Makin Tenggelam, Kini Hanya Dihuni 9 KK","Dusun Simonet di Desa Semut, Wonokerto, Pekalongan, kian 'tenggelam' karena naiknya air laut. Tinggal 9 KK yang masih bertahan di sana. Berikut kisahnya.",https://www.detik.com/jateng/berita/d-6391739/dusun-simonet-pekalongan-makin-tenggelam-kini-hanya-dihuni-9-kk,1
Kisah Pangeran Arab Saudi Dibui 30 Tahun Usai Pulang dari AS,Seorang Pangeran Arab Saudi yang kuliah di AS dijebloskan ke penjara saat kembali ke negaranya. Pangeran yang dianggap saingan MBS itu dihukum 30 tahun penjara.,https://news.detik.com/internasional/d-6391730/kisah-pangeran-arab-saudi-dibui-30-tahun-usai-pulang-dari-as,1
"Pendaftaran PPPK Guru di Sulawesi Tenggara, Ini Rincian Formasi dan Kuotanya!",Pendaftaran PPPK formasi guru untuk wilayah provinsi Sulawesi Tenggara tahun 2022. Ini rincian kuota PPPK guru di seluruh kabupaten/kota Sulawesi Tenggara.,https://www.detik.com/sulsel/berita/d-6391728/pendaftaran-pppk-guru-di-sulawesi-tenggara-ini-rincian-formasi-dan-kuotanya,1
Mewaspadai Kerawanan Pangan di Tingkat Petani,Tingkat kerawanan pangan di kalangan petani merupakan yang tertinggi dibandingkan dengan kelompok penduduk lainnya.,https://news.detik.com/kolom/d-6391529/mewaspadai-kerawanan-pangan-di-tingkat-petani,1
"2 Menteri Absen, Komisi III DPR Tunda Rapat RUU Ekstradisi RI-Singapura",Komisi III DPR menunda rapat pembahasan RUU Ekstradisi Buronan RI-Singapura. Rapat ditunda karena dua menteri tak hadiri saat rapat dan diwakili.,https://news.detik.com/berita/d-6391786/2-menteri-absen-komisi-iii-dpr-tunda-rapat-ruu-ekstradisi-ri-singapura,1
Cerita Penampakan Tuyul-Tukang Bakso Kena 'Prank' di Gang Gendruwo,"Gang Gendruwo di Dusun Kedungbanteng, Kapanewon Temon, Kulon Progo memiliki beragam cerita mistis. Mulai penampakan tuyul hingga gangguan prank ke tukang bakso.",https://www.detik.com/jateng/jogja/d-6391785/cerita-penampakan-tuyul-tukang-bakso-kena-prank-di-gang-gendruwo,1
"TV Analog Disuntik Mati, Harga Set Top Box Tembus Hampir Rp 500 Ribu",Set top box di toko online bahkan ada yang dijual dengan harga Rp 499 ribu.,https://finance.detik.com/berita-ekonomi-bisnis/d-6391751/tv-analog-disuntik-mati-harga-set-top-box-tembus-hampir-rp-500-ribu,1
Pesawat Jatuh di Tanzania: Jumlah Korban Tewas dan Dugaan Penyebabnya,"Pesawat komersial jatuh ke Danau Victoria di Tanzania. Pesawat tersebut membawa 43 orang. Akibatnya insiden tersebut, sebanyak 19 orang tewas.",https://news.detik.com/internasional/d-6391750/pesawat-jatuh-di-tanzania-jumlah-korban-tewas-dan-dugaan-penyebabnya,1
"Tinjau Pasar Induk Cipinang, Heru Budi-Mendag Zulhas Jamin Stabilitas Pangan",Pj Gubernur DKI Heru Budi bersama Mendag Zulkifli Hasan meninjau Pasar Induk Cipinang. Keduanya memastikan ketersediaan beras hingga stabilitas harga pangan.,https://news.detik.com/berita/d-6391742/tinjau-pasar-induk-cipinang-heru-budi-mendag-zulhas-jamin-stabilitas-pangan,1
"Dusun Simonet Pekalongan Makin Tenggelam, Kini Hanya Dihuni 9 KK","Dusun Simonet di Desa Semut, Wonokerto, Pekalongan, kian 'tenggelam' karena naiknya air laut. Tinggal 9 KK yang masih bertahan di sana. Berikut kisahnya.",https://www.detik.com/jateng/berita/d-6391739/dusun-simonet-pekalongan-makin-tenggelam-kini-hanya-dihuni-9-kk,1
Kisah Pangeran Arab Saudi Dibui 30 Tahun Usai Pulang dari AS,Seorang Pangeran Arab Saudi yang kuliah di AS dijebloskan ke penjara saat kembali ke negaranya. Pangeran yang dianggap saingan MBS itu dihukum 30 tahun penjara.,https://news.detik.com/internasional/d-6391730/kisah-pangeran-arab-saudi-dibui-30-tahun-usai-pulang-dari-as,1
"Pendaftaran PPPK Guru di Sulawesi Tenggara, Ini Rincian Formasi dan Kuotanya!",Pendaftaran PPPK formasi guru untuk wilayah provinsi Sulawesi Tenggara tahun 2022. Ini rincian kuota PPPK guru di seluruh kabupaten/kota Sulawesi Tenggara.,https://www.detik.com/sulsel/berita/d-6391728/pendaftaran-pppk-guru-di-sulawesi-tenggara-ini-rincian-formasi-dan-kuotanya,1
Mewaspadai Kerawanan Pangan di Tingkat Petani,Tingkat kerawanan pangan di kalangan petani merupakan yang tertinggi dibandingkan dengan kelompok penduduk lainnya.,https://news.detik.com/kolom/d-6391529/mewaspadai-kerawanan-pangan-di-tingkat-petani,1
LPS-IADI Serukan Ekonomi Hijau Berkelanjutan Lewat Seminar Internasional,LPS bersama IADI ( International Association of Deposit Insurers) menggelar seminar internasional yang mengumpulkan lembaga-lembaga pinjaman dari berbagai negara.,https://www.liputan6.com/bisnis/read/5120904/lps-iadi-serukan-ekonomi-hijau-berkelanjutan-lewat-seminar-internasional,1
Pertamina Ingin Jadi Pemain Kelas Dunia untuk Hasilkan Listrik Berbasis Panas Bumi,Pertamina juga akan meningkatkan kapasitas panas bumi dari semula 672 MW pada 2020 menjadi 1.128 MW pada 2026.,https://www.liputan6.com/bisnis/read/5120898/pertamina-ingin-jadi-pemain-kelas-dunia-untuk-hasilkan-listrik-berbasis-panas-bumi,1
Transformasi Peruri Sang Penjamin Keaslian di Usia Lebih dari Setengah Abad,"Memasuki usia lebih dari setengah abad, Peruri telah berhasil membuktikan diri sebagai salah satu BUMN yang berhasil melakukan transformasi bisnis.",https://www.liputan6.com/bisnis/read/5119563/transformasi-peruri-sang-penjamin-keaslian-di-usia-lebih-dari-setengah-abad,1
"Waspada Pinjamkan Rekening ke Orang Lain, Bisa Terseret Kasus Korupsi","Di tengah semakin canggihnya kejahatan finansial, masyarakat harus waspada terhadap penggunaan rekeningnya. Apalagi jika harus meminjamkan rekening kepada orang lain dengan tujuan yang tidak jelas.",https://www.liputan6.com/bisnis/read/5120875/waspada-pinjamkan-rekening-ke-orang-lain-bisa-terseret-kasus-korupsi,1
"Viral Karyawan Dipaksa Ganti Rugi, Berikut Penjelasan The Goods Dept",Dalam sebuah postingan di media sosial menyebutkan jika manajemen The Goods Dept telah bertindak semena mena dan merugikan karyawan. Begini penjelasan manajemen.,https://www.liputan6.com/bisnis/read/5120881/viral-karyawan-dipaksa-ganti-rugi-berikut-penjelasan-the-goods-dept,1
BPKN Bentuk Tim Pencari Fakta Gagal Ginjal Akut,Tim Gabungan Pencari Fakta BPKN membuat data analis dugaan penyebab gagal ginjal akut untuk korban yang berada di wilayah Indonesia baik yang masih dirawat maupun yang sudah meninggal dunia.,https://www.liputan6.com/bisnis/read/5120831/bpkn-bentuk-tim-pencari-fakta-gagal-ginjal-akut,1
Bandara Sultan Hasanuddin Siapkan Area Parkir Pesawat VVIP G20,"Bandara Internasional Sultan Hasanuddin, Makassar menyiapkan area penempatan pesawat udara (parkir pesawat) VVIP G20 dan pendukungnya.",https://www.liputan6.com/bisnis/read/5120773/bandara-sultan-hasanuddin-siapkan-area-parkir-pesawat-vvip-g20,1
"Jalur Keuangan G20 Tak Capai Kata Sepakat, Kenapa?",Dari serangkaian pertemuan di tingkat menteri/sederajat tidak tercapai komunike atau kesepakatan bersama yang menjadi budaya di setiap Presidensi G20.,https://www.liputan6.com/bisnis/read/5120755/jalur-keuangan-g20-tak-capai-kata-sepakat-kenapa,1
"Kembangkan Usaha, UMKM Butuh Kemudahan Akses Modal","Dari target keseluruhan 64 juta UMKM untuk onboarding, baru 30 persen atau sekitar 20 juta di tahun 2022 pelaku UMKM yang telah go online",https://www.liputan6.com/bisnis/read/5121031/kembangkan-usaha-umkm-butuh-kemudahan-akses-modal,1
"Perjalanan Kretek dari Masa ke Masa, jadi Alat Diplomasi Indonesia Lobi Pangeran Philip",Tembakau khususnya kretek sejak dahulu telah menjadi salah satu ciri khas dari identitas kebudayaan nusantara.,https://www.liputan6.com/bisnis/read/5120733/perjalanan-kretek-dari-masa-ke-masa-jadi-alat-diplomasi-indonesia-lobi-pangeran-philip,1
Larangan Iklan Susu Formula Dinilai Berlebihan,"Produsen susu formula sudah tunduk dan patuh terhadap aturan, termasuk tidak mengiklankan produk.",https://www.liputan6.com/bisnis/read/5121000/larangan-iklan-susu-formula-dinilai-berlebihan,1
Menko Luhut: Emisi Karbon per Kapita Indonesia Lebih Rendah dari Negara Maju,"Saat berdiskusi Menteri Keuangan AS Janet Yellen, Menko Marves Luhut Binsar Panjaitan mengatakan Indonesia bisa mengikuti saran AS terkait transformasi energi bersih, asal AS jangan ganggu pertumbuhan ekonomi Indonesia.",https://www.liputan6.com/bisnis/read/5120682/menko-luhut-emisi-karbon-per-kapita-indonesia-lebih-rendah-dari-negara-maju,1
"Luhut Pede Indonesia jadi Negara Maju di 2030, Caranya?",Menteri Koordinator Bidang Maritim dan Investasi Luhut Binsar Panjaitan menyampaikan optimis Indonesia bisa menjadi negara maju dengan rata-rata pendapatan per-kapita USD 10 ribu per tahun pada 2030.,https://www.liputan6.com/bisnis/read/5120641/luhut-pede-indonesia-jadi-negara-maju-di-2030-caranya,1
Ketua Komisioner LPS: Belum Banyak Lembaga Keuangan Dunia yang Aktif Dukung Ekonomi Hijau,"LPS bersama IADI ( International Association of Deposit Insurers) menggelar seminar internasional di Westin Resort, Nusa Dua, Bali. Seminar ini bertujuan membuat terobosan dalam isu ekonomi hijau berkelanjutan.",https://www.liputan6.com/bisnis/read/5120595/ketua-komisioner-lps-belum-banyak-lembaga-keuangan-dunia-yang-aktif-dukung-ekonomi-hijau,1
